time,value
2022-08-04 15:30:00,7.075
2022-08-04 15:40:00,7.083
2022-08-04 15:49:00,7.08
2022-08-04 16:00:00,7.072
2022-08-04 16:09:00,7.077
2022-08-04 16:20:00,7.077
2022-08-04 16:30:00,7.067
2022-08-04 16:40:00,7.069
2022-08-04 16:50:00,7.064
2022-08-04 17:00:00,7.061
2022-08-04 17:10:00,7.058
2022-08-04 17:20:00,7.061
2022-08-04 17:30:00,7.072
2022-08-04 17:40:00,7.05
2022-08-04 17:50:00,7.012
2022-08-04 18:00:00,6.993
2022-08-04 18:09:00,6.983
2022-08-04 18:20:00,6.982
2022-08-04 18:30:00,6.958
2022-08-04 18:40:00,6.944
2022-08-04 18:50:00,6.931
2022-08-04 19:00:00,6.92
2022-08-04 19:10:00,6.917
2022-08-04 19:20:00,6.915
2022-08-04 19:30:00,6.928
2022-08-04 19:40:00,6.923
2022-08-04 19:50:00,6.92
2022-08-04 20:00:00,6.912
2022-08-04 20:09:00,6.904
2022-08-04 20:20:00,6.89
2022-08-04 20:30:00,6.89
2022-08-04 20:40:00,6.885
2022-08-04 20:50:00,6.877
2022-08-04 21:00:00,6.866
2022-08-04 21:10:00,6.845
2022-08-04 21:20:00,6.837
2022-08-04 21:30:00,6.831
2022-08-04 21:40:00,6.823
2022-08-04 21:50:00,6.816
2022-08-04 22:00:00,6.812
2022-08-04 22:10:00,6.812
2022-08-04 22:20:00,6.812
2022-08-04 22:30:00,6.821
2022-08-04 22:40:00,6.829
2022-08-04 22:50:00,6.837
2022-08-04 23:00:00,6.85
2022-08-04 23:09:00,6.853
2022-08-04 23:19:00,6.853
2022-08-04 23:30:00,6.861
2022-08-04 23:40:00,6.864
2022-08-04 23:50:00,6.866
2022-08-05 00:00:00,6.866
2022-08-05 00:09:00,6.872
2022-08-05 00:19:00,6.877
2022-08-05 00:30:00,6.885
2022-08-05 00:40:00,6.889
2022-08-05 00:50:00,6.893
2022-08-05 01:00:00,6.899
2022-08-05 01:10:00,6.904
2022-08-05 01:20:00,6.904
2022-08-05 01:30:00,6.907
2022-08-05 01:40:00,6.909
2022-08-05 01:50:00,6.912
2022-08-05 02:00:00,6.915
2022-08-05 02:09:00,6.92
2022-08-05 02:19:00,6.917
2022-08-05 02:29:00,6.915
2022-08-05 02:39:00,6.909
2022-08-05 02:50:00,6.907
2022-08-05 03:00:00,6.904
2022-08-05 03:10:00,6.907
2022-08-05 03:20:00,6.907
2022-08-05 03:30:00,6.907
2022-08-05 03:40:00,6.907
2022-08-05 03:50:00,6.901
2022-08-05 04:00:00,6.899
2022-08-05 04:09:00,6.896
2022-08-05 04:19:00,6.89
2022-08-05 04:30:00,6.888
2022-08-05 04:40:00,6.888
2022-08-05 04:50:00,6.885
2022-08-05 05:00:00,6.885
2022-08-05 05:10:00,6.882
2022-08-05 05:20:00,6.877
2022-08-05 05:30:00,6.874
2022-08-05 05:40:00,6.869
2022-08-05 05:50:00,6.869
2022-08-05 06:00:00,6.858
2022-08-05 06:10:00,6.861
2022-08-05 06:20:00,6.869
2022-08-05 06:30:00,6.874
2022-08-05 06:40:00,6.877
2022-08-05 06:50:00,6.88
2022-08-05 07:00:00,6.885
2022-08-05 07:10:00,6.842
2022-08-05 07:20:00,6.89
2022-08-05 07:30:00,6.896
2022-08-05 07:40:00,6.885
2022-08-05 07:50:00,6.888
2022-08-05 08:00:00,6.891
2022-08-05 08:10:00,6.726
2022-08-05 08:20:00,6.842
2022-08-05 08:30:00,6.889
2022-08-05 08:40:00,6.955
2022-08-05 08:50:00,6.971
2022-08-05 09:00:00,6.969
2022-08-05 09:10:00,6.985
2022-08-05 09:20:00,6.982
2022-08-05 09:30:00,6.978
2022-08-05 09:40:00,6.971
2022-08-05 09:50:00,6.96
2022-08-05 10:00:00,6.95
2022-08-05 10:09:00,6.928
2022-08-05 10:19:00,6.904
2022-08-05 10:30:00,6.883
2022-08-05 10:40:00,6.883
2022-08-05 10:50:00,6.88
2022-08-05 11:00:00,6.858
2022-08-05 11:10:00,6.875
2022-08-05 11:20:00,6.888
2022-08-05 11:30:00,6.885
2022-08-05 11:40:00,6.904
2022-08-05 11:50:00,6.904
2022-08-05 12:00:00,6.918
2022-08-05 12:10:00,6.931
2022-08-05 12:20:00,6.966
2022-08-05 12:30:00,6.977
2022-08-05 12:40:00,6.977
2022-08-05 12:50:00,7.001
2022-08-05 13:00:00,7.012
2022-08-05 13:10:00,7.012
2022-08-05 13:20:00,7.015
2022-08-05 13:30:00,7.009
2022-08-05 13:40:00,7.024
2022-08-05 13:50:00,7.039
2022-08-05 14:00:00,7.028
2022-08-05 14:10:00,6.997
2022-08-05 14:20:00,7.001
2022-08-05 14:30:00,6.993
2022-08-05 14:40:00,6.998
2022-08-05 14:50:00,6.985
2022-08-05 15:00:00,6.963
2022-08-05 15:09:00,6.969
2022-08-05 15:20:00,6.963
2022-08-05 15:30:00,6.966
2022-08-05 15:40:00,6.955
2022-08-05 15:50:00,6.926
2022-08-05 16:00:00,6.926
2022-08-05 16:09:00,6.939
2022-08-05 16:20:00,6.958
2022-08-05 16:30:00,6.944
2022-08-05 16:40:00,6.942
2022-08-05 16:50:00,6.95
2022-08-05 17:00:00,6.985
2022-08-05 17:10:00,7.001
2022-08-05 17:20:00,7.006
2022-08-05 17:30:00,7.015
2022-08-05 17:40:00,7.031
2022-08-05 17:50:00,7.028
2022-08-05 18:00:00,7.012
2022-08-05 18:10:00,7.023
2022-08-05 18:20:00,7.039
2022-08-05 18:30:00,7.026
2022-08-05 18:40:00,7.023
2022-08-05 18:50:00,7.023
2022-08-05 19:00:00,7.012
2022-08-05 19:10:00,7.02
2022-08-05 19:20:00,7.03
2022-08-05 19:30:00,7.009
2022-08-05 19:40:00,7.004
2022-08-05 19:50:00,6.995
2022-08-05 20:00:00,6.99
2022-08-05 20:09:00,6.982
2022-08-05 20:19:00,6.979
2022-08-05 20:29:00,6.979
2022-08-05 20:40:00,6.979
2022-08-05 20:50:00,6.971
2022-08-05 21:00:00,6.966
2022-08-05 21:09:00,6.961
2022-08-05 21:19:00,6.961
2022-08-05 21:30:00,6.944
2022-08-05 21:40:00,6.934
2022-08-05 21:50:00,6.931
2022-08-05 22:00:00,6.926
2022-08-05 22:10:00,6.915
2022-08-05 22:20:00,6.909
2022-08-05 22:30:00,6.903
2022-08-05 22:40:00,6.895
2022-08-05 22:50:00,6.891
2022-08-05 23:00:00,6.889
2022-08-05 23:09:00,6.885
2022-08-05 23:19:00,6.88
2022-08-05 23:30:00,6.876
2022-08-05 23:40:00,6.872
2022-08-05 23:50:00,6.865
