time,value
2022-08-05 13:20:00,0.0
2022-08-05 13:30:00,0.0
2022-08-05 13:40:00,0.0
2022-08-05 13:50:00,0.0
2022-08-05 14:00:00,0.0
2022-08-05 14:10:00,0.0
2022-08-05 14:20:00,0.0
2022-08-05 14:30:00,0.0
2022-08-05 14:40:00,0.0
2022-08-05 14:50:00,0.0
2022-08-05 15:00:00,0.0
2022-08-05 15:09:00,0.0
2022-08-05 15:20:00,0.0
2022-08-05 15:30:00,0.0
2022-08-05 15:40:00,0.0
2022-08-05 15:50:00,0.0
2022-08-05 16:00:00,0.0
2022-08-05 16:09:00,0.0
2022-08-05 16:20:00,0.0
2022-08-05 16:30:00,0.0
2022-08-05 16:40:00,0.0
2022-08-05 16:50:00,0.0
2022-08-05 17:00:00,0.0
2022-08-05 17:10:00,0.0
2022-08-05 17:20:00,0.0
2022-08-05 17:30:00,0.0
2022-08-05 17:40:00,0.0
2022-08-05 17:50:00,0.0
2022-08-05 18:00:00,0.0
2022-08-05 18:10:00,0.0
2022-08-05 18:20:00,0.0
2022-08-05 18:30:00,0.0
2022-08-05 18:40:00,0.0
2022-08-05 18:50:00,0.0
2022-08-05 19:00:00,0.0
2022-08-05 19:10:00,0.0
2022-08-05 19:20:00,0.0
2022-08-05 19:30:00,0.0
2022-08-05 19:40:00,0.0
2022-08-05 19:50:00,0.0
2022-08-05 20:00:00,0.0
2022-08-05 20:09:00,2.0
2022-08-05 20:19:00,0.0
2022-08-05 20:29:00,0.0
2022-08-05 20:40:00,0.0
2022-08-05 20:50:00,0.0
2022-08-05 21:00:00,0.0
2022-08-05 21:09:00,0.0
2022-08-05 21:19:00,0.0
2022-08-05 21:30:00,0.0
2022-08-05 21:40:00,0.0
2022-08-05 21:50:00,0.0
2022-08-05 22:00:00,0.0
2022-08-05 22:10:00,0.0
2022-08-05 22:20:00,0.0
2022-08-05 22:30:00,0.0
2022-08-05 22:40:00,0.0
2022-08-05 22:50:00,0.0
2022-08-05 23:00:00,0.0
2022-08-05 23:09:00,0.0
2022-08-05 23:19:00,0.0
2022-08-05 23:30:00,0.0
2022-08-05 23:40:00,0.0
2022-08-05 23:50:00,0.0
