time,value
2022-08-04 14:50:00,12971.78
2022-08-04 15:00:00,12972.34
2022-08-04 15:10:00,12972.84
2022-08-04 15:20:00,12972.9
2022-08-04 15:30:00,12973.9
2022-08-04 15:40:00,12973.96
2022-08-04 15:49:00,12974.43
2022-08-04 16:00:00,12975.02
2022-08-04 16:09:00,12975.08
2022-08-04 16:20:00,12976.13
2022-08-04 16:30:00,12976.23
2022-08-04 16:40:00,12976.55
2022-08-04 16:50:00,12977.38
2022-08-04 17:00:00,
2022-08-04 17:10:00,12978.48
2022-08-04 17:20:00,
2022-08-04 17:30:00,12978.87
2022-08-04 17:40:00,12979.77
2022-08-04 17:50:00,12979.87
2022-08-04 18:00:00,12980.8
2022-08-04 18:09:00,
2022-08-04 18:20:00,12981.16
2022-08-04 18:30:00,12982.15
2022-08-04 18:40:00,12982.26
2022-08-04 18:50:00,12983.13
2022-08-04 19:00:00,12983.4
2022-08-04 19:10:00,12983.52
2022-08-04 19:20:00,12984.58
2022-08-04 19:30:00,12984.7
2022-08-04 19:40:00,12985.44
2022-08-04 19:50:00,12985.85
2022-08-04 20:00:00,12985.96
2022-08-04 20:09:00,12987.01
2022-08-04 20:20:00,12987.13
2022-08-04 20:30:00,
2022-08-04 20:40:00,12988.27
2022-08-04 20:50:00,12988.38
2022-08-04 21:00:00,
2022-08-04 21:10:00,12989.54
2022-08-04 21:20:00,
2022-08-04 21:30:00,
2022-08-04 21:40:00,
2022-08-04 21:50:00,12991.87
2022-08-04 22:00:00,12991.98
2022-08-04 22:10:00,
2022-08-04 22:20:00,12993.12
2022-08-04 22:30:00,
2022-08-04 22:40:00,
2022-08-04 22:50:00,
2022-08-04 23:00:00,12994.92
2022-08-04 23:09:00,
2022-08-04 23:19:00,
2022-08-04 23:30:00,12996.74
2022-08-04 23:40:00,
2022-08-04 23:50:00,12997.19
2022-08-05 00:00:00,12998.02
2022-08-05 00:09:00,12998.13
2022-08-05 00:19:00,
2022-08-05 00:30:00,
2022-08-05 00:40:00,12999.54
2022-08-05 00:50:00,13000.45
2022-08-05 01:00:00,13000.55
2022-08-05 01:10:00,13001.49
2022-08-05 01:20:00,13001.73
2022-08-05 01:30:00,13001.84
2022-08-05 01:40:00,13002.89
2022-08-05 01:50:00,13003.0
2022-08-05 02:00:00,13003.77
2022-08-05 02:09:00,13004.16
2022-08-05 02:19:00,13004.27
2022-08-05 02:29:00,13005.32
2022-08-05 02:39:00,13005.42
2022-08-05 02:50:00,13006.1
2022-08-05 03:00:00,13006.59
2022-08-05 03:10:00,13006.7
2022-08-05 03:20:00,13007.76
2022-08-05 03:30:00,13007.86
2022-08-05 03:40:00,13008.25
2022-08-05 03:50:00,13009.0
2022-08-05 04:00:00,13009.11
2022-08-05 04:09:00,13010.11
2022-08-05 04:19:00,13010.25
2022-08-05 04:30:00,13010.36
2022-08-05 04:40:00,13011.4
2022-08-05 04:50:00,13011.51
2022-08-05 05:00:00,13012.14
2022-08-05 05:10:00,13012.65
2022-08-05 05:20:00,13012.75
2022-08-05 05:30:00,13013.79
2022-08-05 05:40:00,13013.89
2022-08-05 05:50:00,13014.25
2022-08-05 06:00:00,13015.01
2022-08-05 06:10:00,
2022-08-05 06:20:00,13016.09
2022-08-05 06:30:00,13016.25
2022-08-05 06:40:00,13016.34
2022-08-05 06:50:00,13017.39
2022-08-05 07:00:00,13017.49
2022-08-05 07:10:00,13018.11
2022-08-05 07:20:00,
2022-08-05 07:30:00,
2022-08-05 07:40:00,
2022-08-05 07:50:00,
2022-08-05 08:00:00,
2022-08-05 08:10:00,13020.8
2022-08-05 08:20:00,13020.87
2022-08-05 08:30:00,13021.88
2022-08-05 08:40:00,13021.95
2022-08-05 08:50:00,13022.17
2022-08-05 09:00:00,13023.04
2022-08-05 09:10:00,13023.11
2022-08-05 09:20:00,13023.93
2022-08-05 09:30:00,
2022-08-05 09:40:00,
2022-08-05 09:50:00,13025.25
2022-08-05 10:00:00,
2022-08-05 10:09:00,
2022-08-05 10:19:00,
2022-08-05 10:30:00,
2022-08-05 10:40:00,
2022-08-05 10:50:00,13029.29
2022-08-05 11:00:00,13030.38
2022-08-05 11:10:00,
2022-08-05 11:20:00,13031.1
2022-08-05 11:30:00,13031.53
2022-08-05 11:40:00,13031.6
2022-08-05 11:50:00,13032.63
2022-08-05 12:00:00,13032.7
2022-08-05 12:10:00,
2022-08-05 12:20:00,13033.77
2022-08-05 12:30:00,13033.84
2022-08-05 12:40:00,13034.87
2022-08-05 12:50:00,13034.94
2022-08-05 13:00:00,
2022-08-05 13:10:00,13036.03
2022-08-05 13:20:00,13036.11
2022-08-05 13:30:00,
2022-08-05 13:40:00,13037.2
2022-08-05 13:50:00,13037.38
2022-08-05 14:00:00,13038.29
2022-08-05 14:10:00,13038.38
2022-08-05 14:20:00,13039.32
2022-08-05 14:30:00,
2022-08-05 14:40:00,13039.86
2022-08-05 14:50:00,13040.98
2022-08-05 15:00:00,13041.05
2022-08-05 15:09:00,13041.79
2022-08-05 15:20:00,13042.16
2022-08-05 15:30:00,13042.23
2022-08-05 15:40:00,13043.26
2022-08-05 15:50:00,13043.33
2022-08-05 16:00:00,13043.92
2022-08-05 16:09:00,13044.43
2022-08-05 16:20:00,13044.5
2022-08-05 16:30:00,13045.55
2022-08-05 16:40:00,
2022-08-05 16:50:00,13046.19
2022-08-05 17:00:00,
2022-08-05 17:10:00,
2022-08-05 17:20:00,13048.07
2022-08-05 17:30:00,13048.2
2022-08-05 17:40:00,13048.55
2022-08-05 17:50:00,13049.39
2022-08-05 18:00:00,13049.52
2022-08-05 18:10:00,13050.5
2022-08-05 18:20:00,13050.72
2022-08-05 18:30:00,13050.87
2022-08-05 18:40:00,13051.92
2022-08-05 18:50:00,13052.04
2022-08-05 19:00:00,13052.84
2022-08-05 19:10:00,13053.25
2022-08-05 19:20:00,
2022-08-05 19:30:00,13054.46
2022-08-05 19:40:00,13054.59
2022-08-05 19:50:00,
2022-08-05 20:00:00,13055.8
2022-08-05 20:09:00,13055.93
2022-08-05 20:19:00,13057.02
2022-08-05 20:29:00,
2022-08-05 20:40:00,13057.71
2022-08-05 20:50:00,13058.36
2022-08-05 21:00:00,13058.5
2022-08-05 21:09:00,13059.57
2022-08-05 21:19:00,13059.71
2022-08-05 21:30:00,13060.14
2022-08-05 21:40:00,13060.91
2022-08-05 21:50:00,13061.05
2022-08-05 22:00:00,13062.12
2022-08-05 22:10:00,13062.26
2022-08-05 22:20:00,13062.53
2022-08-05 22:30:00,13063.46
2022-08-05 22:40:00,13063.59
2022-08-05 22:50:00,13064.55
2022-08-05 23:00:00,13064.79
2022-08-05 23:09:00,13064.92
2022-08-05 23:19:00,13065.97
2022-08-05 23:30:00,13066.1
2022-08-05 23:40:00,13066.94
2022-08-05 23:50:00,13067.3
